a,b,c
67.55694632560774,89.83471065736691,112.40202950006676
97.60203285996276,65.80651926977485,117.71429308627096
29.124676257697704,19.448237552322876,35.02114662610695
45.9333166579698,92.46208602197812,103.24295099781394
79.80951559340672,48.399765883342326,93.33861000045253
86.71579484847202,7.312445286237426,87.02356538470772
20.31656078575318,14.630056376667628,25.03599791791166
68.28130994152359,82.68375275115383,107.2331117535267
25.44315259802714,21.181194334642353,33.10584551961149
68.0937784543685,72.39595345929683,99.38780982330425
41.31314665136065,45.928197148080805,61.77520035993254
46.695096390590116,2.463190295768017,46.76001853463777
34.295575501283956,46.18794114980825,57.52836175854844
48.64170185312879,21.735987625779714,53.277277682298305
91.2166172435633,21.432920013888854,93.70080747613912
27.111198340347958,80.49755769381073,84.94041364461368
78.90015911693082,96.47381363597155,124.62917726658222
5.316436783127899,36.65538595544646,37.03892303525762
56.44675537771181,72.77244222046394,92.09812451620282
94.79426355944686,45.703125251493915,105.23653387266047
31.831352255340658,52.359693521194096,61.276198413714894
74.02846441419075,23.496351923748296,77.6678318047294
19.666382321447475,28.525486702007512,34.64779913933567
40.31810029638886,14.209864451111898,42.7489117899935
15.184751961810946,57.38663181131882,59.361622305910664
40.16856307663253,19.31321048133243,44.570321501394346
54.97234520113393,68.80956202745895,88.07221220863794
21.048894686997468,23.01852605250449,31.191481355878853
84.15554227343503,65.10428562759535,106.3988876935066
34.17454600767538,4.77894362502154,34.50707024657201
49.63122058748903,68.46002713429635,84.55786996035667
18.03603009958262,82.2520310554016,84.20626457985058
34.931623927087266,81.94995516503448,89.08430558597074
50.63522835441909,50.64293481575579,71.61447617107213
39.97411438411616,82.02236318559122,91.24471427618936
84.49886660320955,36.09062319186712,91.88357600574946
93.69730182281356,15.865819139171261,95.03109273197018
50.057339221196585,60.24123232126557,78.32460201935683
20.162678672443924,25.076362903981845,32.17697294246962
89.48257249842821,49.62980465307932,102.324231200822
67.25014880677173,54.47639488150871,86.54628885064345
35.48791287211211,39.79591181686542,53.32078916665009
67.89189655117019,29.094095456075117,73.86322500217551
6.850399444666409,75.75531791527649,76.06442115073314
50.54063912010822,9.56935191049065,51.438591530638014
51.526483118942885,20.463028926830347,55.44108598744258
5.313486407612446,78.50431865957893,78.6839321971684
79.74732565870889,76.52893025621684,110.52743150854936
47.24975185459128,61.72633924812387,77.73467699357172
10.600387175142025,32.556736468763575,34.23900258125864
81.11915899594132,74.55834182949883,110.17832950527614
71.07771876682801,37.041790707512526,80.15071031447853
48.59182669455421,6.129562943606258,48.97690438761133
72.94893250211513,45.993647569787726,86.23782447378869
73.35061317491243,91.46418908843326,117.24338078859851
5.896493698464965,98.69928991360769,98.87526721777502
28.10876748360987,23.787571994153158,36.82324525112722
12.326280872665155,44.78348796545038,46.44887506176516
54.889715588357475,11.46954422353081,56.07522913075169
2.441471979012181,38.740718510765376,38.81757406323405
87.61329763072283,25.083862472502616,91.13336424311925
41.24994372260013,65.91821419315639,77.76097234173787
70.37175364685434,72.39645517938736,100.96251994613942
9.145899012624271,70.53580350437412,71.12627534713734
57.01564879987676,77.98569827107129,96.605141389563
46.38887638762978,60.704137955186084,76.39973964215493
55.460253919633836,69.27865747114596,88.74329352595963
39.8540165907965,98.41704177202578,106.18030302073991
34.71138581402534,1.6152051581810247,34.7489452046121
52.4425147137525,54.05711664926261,75.31526545086416
25.530922089689906,66.47637116862255,71.21050418651933
70.79648094320011,66.87437873580271,97.38749532275936
98.54338940967583,27.116142865102944,102.20608983924433
78.39775213800594,77.48231991907495,110.22575670111816
90.40175234480309,85.23782719683128,124.24960367038592
47.25815633693992,30.181188214238826,56.07350053626011
93.75123277761114,24.000765483104896,96.77463712717721
64.24002340035688,65.26740082960664,91.57845935333776
10.38951039074846,54.42807375129202,55.41080344513652
72.28054629504452,2.266729430271656,72.31608005844988
48.89726148324541,99.1723766625967,110.57170738244405
9.863470863363593,96.08237114577953,96.5873185385522
72.86154473185637,74.72914662640139,104.37073371507218
61.12778555463212,43.004951645089015,74.73976206016135
51.69261657830584,95.792380610313,108.84992784427011
47.78299073045193,92.18984108001267,103.8372813661088
42.52833696000898,54.92557048060791,69.46565868977486
21.883768943418552,41.01577761796879,46.48863685650075
9.429203113464698,40.61377891492285,41.6939912829799
26.453117488801716,13.521449284535564,29.70853439048474
28.13448222707138,69.55395055298233,75.02866870544956
58.251245414541444,17.997271486086277,60.96810127672527
85.61626706765959,42.871370936263254,95.75019390348768
80.06023932324399,75.12176255589901,109.78579657678844
63.97679948743237,92.9939828350568,112.87564713516359
79.80731791055045,94.6844292977651,123.83193910909716
76.30594742183783,40.79736971110895,86.5275851234113
42.127349739218715,99.80265489064021,108.32951361134546
23.766527356088375,67.11072017099306,71.19477919368127
57.245652635088746,15.195254814319735,59.228038246166406
25.560852824847206,66.8461230831006,71.56648215732372
1.5763814367571243,70.429083398186,70.44672289569466
12.141950726104337,99.06490039475518,99.80621953394443
32.70011324177489,68.70654046542036,76.09130113719536
23.50882761763397,75.95324568888752,79.50824175286573
6.56964158399156,80.27183531774534,80.54022433431223
95.96947476055382,57.1697945919718,111.707320706858
6.119315509905492,8.26279314956365,10.282012105723563
15.746441684920075,18.114163899556377,24.001528274603267
84.3275179383286,77.71516380598838,114.67683709900068
74.83142675154483,50.25434486298517,90.14012207269116
10.541995852744625,61.658045275591846,62.55276351821891
53.21869565376884,51.92004027965324,74.34998419454634
13.595301946614478,32.88068903300538,35.58049952298056
35.696728691934545,10.839965863581117,37.306317149099385
45.22463033309004,51.24932631444234,68.3502789785736
34.7160782565071,75.83554241869852,83.4040501621483
2.3005114785170826,86.25518254819833,86.28585555863607
84.94166789079993,99.36107056047351,130.7199651430276
69.59945308045376,85.84959663223877,110.51803975377227
98.54813219339223,48.25513016792747,109.72826411791054
83.57099678801305,93.8297747535333,125.65085807283961
78.41735605574904,54.57483512819411,95.53896775684616
23.511782191855076,91.40702917044088,94.38246067783496
29.116058699101412,9.770913606759573,30.7118157535545
46.502870094494654,15.779735789219037,49.107198948860905
33.49725775426692,14.359907630266514,36.445482905369516
10.208900374004704,3.7205710338088918,10.86573953598977
93.36211163885655,72.41281482674124,118.15286556321108
87.5038352970011,98.28198025099931,131.59129467309953
41.917410532373516,44.63307157023124,61.23055106344317
30.399690992818435,86.78415261826153,91.95450156533151
4.263920379310009,91.39813320250444,91.4975396931734
15.364980210825193,26.019015651618872,30.217077826259732
20.27191388144792,9.357911145738472,22.327583689875112
35.104261900416766,17.463232798533824,39.2080821177068
72.0195492404867,15.561525473735276,73.68158893422833
83.09487080446948,51.50301176880506,97.76153525425603
52.72946676409275,26.64153306057039,59.07764339446037
47.22970900053831,51.50743072389843,69.88319420327555
78.86924208934836,61.73701118369838,100.15895315769
52.96533777721497,10.82788894222146,54.06080081537414
96.29935363557583,82.98075603676851,127.11951613762297
55.27824909487141,94.39328375788386,109.38819333726576
3.3069871891996883,25.01468167487279,25.23232972923324
41.10281781668935,20.35369425911078,45.86626758812314
17.568271627530773,58.492764486927655,61.07411616472143
91.69931842721344,52.17290041852061,105.50249541170272
51.27538400179395,16.565750155159463,53.88496156382217
44.717771494143236,14.501704074429917,47.010408511996005
81.0903690932589,75.81069027445888,111.00859750294521
14.009850854355443,71.54384710154659,72.90266098744792
14.533303085588958,20.08932537568927,24.79511832252273
72.28637945291028,55.886415760976,91.37073996098968
74.96161066821595,14.006614780433647,76.25895574672296
26.52489105022675,29.301218217372295,39.52380591805993
90.75744993916585,81.86055639375316,122.22137870501639
72.76143123594858,55.77175102838353,91.67722775191052
58.419595129627716,60.40007086983217,84.0298616932717
17.88408957417258,77.76174110830625,79.7917855427003
64.11537694292885,20.58940029780828,67.34021803615755
78.5403312541442,58.11778310313494,97.70496582228428
72.48101420173055,97.55496766390291,121.53381889670302
72.47425812675678,60.83579711081339,94.62300090956649
99.0406957046032,60.226433141260145,115.91498028542507
6.000586570964563,15.268108913822944,16.404944041355336
96.72763964277753,15.10715226743492,97.90026721360107
51.92159972093085,10.077992516230454,52.890627248481024
98.41841019372191,9.98739872020739,98.92386768751061
95.86451953288665,28.396304712468577,99.98177947303485
60.00581647244872,99.82411726953792,116.47125138491326
43.12839731814297,15.129654154480757,45.70519762637286
14.43732286890955,49.28482023519588,51.35591297247779
32.538242412146076,58.81821848931903,67.21845018690071
37.02181646549676,81.81836012001595,89.8045597235104
19.090577950318565,17.952839738825073,26.20600353287632
93.09538682976081,10.522057151981516,93.68812483816916
64.23171061882455,19.787468731148827,67.21053911260206
75.98508948888158,59.36262232403437,96.42434730823582
93.11041992368541,92.76859124752701,131.43653152915965
99.24373691117123,76.18895356322021,125.11624978855582
29.550444098414353,65.92250586033119,72.2426849260111
36.71633998368317,50.103835022296764,62.11669586945963
28.140909051240588,2.582038394655656,28.259116838671204
46.41589678190447,67.99605616852948,82.32799723388287
54.705690281714986,84.44685631300706,100.61801076521333
22.11850810275943,44.61793023691153,49.79947890608635
75.23369723355019,50.32931147786242,90.51601401556076
75.01206279862323,11.634343334625562,75.90894222772796
79.45096538795295,44.40119512623267,91.0160536922772
70.53571263473604,79.15813363005839,106.02498232343282
67.17016383157349,55.79781666489783,87.322547224242
56.826306251300636,17.086907949612872,59.33962845725572
9.540797879297854,79.8940129909959,80.46166873722566
86.5988251354407,12.960969899016195,87.5633670867095
88.27231656537045,13.917673301042177,89.36276350881006
7.175272851084914,8.501076978596789,11.12442584062407
57.8015698123418,14.37053413371862,59.561176315276
74.45476572826033,78.68255967432098,108.32570025877152
65.39756893589822,22.385106379532065,69.12260853258164
51.15980979949561,76.76642068595072,92.25188065103566
33.93626751574825,8.202608617193341,34.91350800230885
20.77576478236995,52.13117095028085,56.11854761965753
62.163396507756154,22.388700173340947,66.07224652478729
1.6231637266784804,36.17096537098299,36.20736660339241
50.70200815828832,55.89624316955698,75.46577788476961
13.174977747799394,90.7390692658158,91.69055965518766
33.60949277509369,82.65387833173227,89.22590211298441
80.74991066502263,59.627613855499845,100.37928275550554
39.91775361899493,71.18061653426814,81.60947998967589
75.30664810263463,44.64699814964429,87.54682000066241
34.81801089097731,2.007532609263716,34.87583790508082
17.374786880686575,25.767424277312887,31.078020738720348
84.43537829350895,28.07719960045695,88.98124659146927
2.709939082507419,14.374798721237841,14.628007660204524
83.9298039508461,74.80643699419872,112.4287107770719
53.72174375844388,47.43026305804891,71.6634886549882
91.13764331596506,61.27675263755478,109.82217646264414
35.52092725219985,58.282627507814716,68.25394451656808
99.8586650922694,90.23818443527158,134.59079806652502
76.35362433231792,99.27326137387428,125.2399950993543
1.086613402193265,34.112882781332836,34.13018459280261
28.978293209834707,33.71163608459877,44.4546497551783
34.07391842693926,8.236047686739127,35.05516222275903
46.5771041897689,14.308452111662392,48.72533670008165
51.84833759140761,31.96790319325308,60.91138600923289
11.231879783511102,30.1223388892623,32.14825692989916
90.36547348669647,63.468563716289175,110.42724925797755
70.25246918997863,61.061060971076266,93.07987212175568
76.93528248700845,14.496683084228682,78.28915321933398
59.10383926945302,32.125207088199005,67.27029617036786
97.62172580016087,17.731966223555602,99.21907061827939
73.62336457969876,59.75920516895758,94.82384939697823
68.43481579682442,85.49445189396538,109.51084566286049
6.876144850332155,1.264132943825644,6.991380414654512
99.69882932947853,27.2696761265383,103.3609781576915
44.90522775739772,68.55073957875489,81.94927319225006
15.586249907044886,37.153367367611345,40.290245629898365
19.535862605131054,90.39735802290653,92.48422711602288
56.53609922249733,60.77183426192845,83.00329122905526
82.3045200498458,68.65313492930821,107.1787616846606
4.829813966117936,38.937436019666094,39.235838550143136
79.44062973728087,97.9351571942236,126.10356326334733
34.779334947989994,65.36108486434865,74.03832490048019
10.622537089054719,32.88911837466696,34.562008067691885
70.2316684664176,53.683908074055815,88.39937353669691
53.12269514769148,40.006711801383204,66.50231371097925
93.814604162308,47.859550856128564,105.31721873597353
82.94664454818825,64.35042218789278,104.98153493621405
39.51087470990356,89.233396922241,97.58948891465671
29.74176553856694,56.013759605537416,63.42013783096047
52.51536397528006,65.18341670237177,83.70627973127932
18.484425367491188,90.10143572467604,91.97794681777953
74.75814031321097,3.475192339637851,74.83887028067177
70.48222926940652,59.16328330956578,92.02194702761471
58.074201442487926,15.507152705324263,60.10893991919099
46.347257215758276,30.85690937050155,55.67959327548114
53.73897196846472,79.16664879733705,95.682994257226
32.246600236445374,73.42369631776961,80.19278276611415
71.92293203279306,55.6143016692557,90.91676799332863
93.03053693612304,93.96406521835875,132.22679892889843
71.6627139137244,56.53910844926501,91.28096926368639
53.05323184296817,57.74859784133213,78.41904081040293
32.22334743155622,39.522130639516085,50.99355773018546
42.650552485039654,5.9431645699666165,43.062638474492346
95.81516188480683,8.261327383435912,96.17065444899524
55.73844751466201,78.96689722825737,96.65684346802813
27.458948727735446,70.94937295862378,76.07764052896422
44.011857824839666,45.18544002089592,63.07747315068893
51.63431717883041,55.54013647150208,75.83409173845979
66.91123181459741,34.63823912922447,75.34534194573763
69.71584201774738,68.41385997442447,97.67678774838814
64.78655682329695,42.994753727095706,77.75504352176709
54.15017306348927,32.038344305819976,62.91817502649061
22.412822581113787,53.07917456890256,57.61712756610239
69.90641709520598,45.666082241492816,83.50028873228938
35.088291753636945,32.09857021361634,47.555298631664634
27.996007357780186,20.0224272007883,34.41909381415713
80.20282553133075,50.70679312226681,94.88768145525236
48.57705475632888,54.984869423331766,73.36938131332592
59.108859263208586,46.581344137110634,75.25741734219778
38.104433278794254,17.38800406442598,41.88425146570698
37.024789382816365,49.161717873069605,61.54437044176505
95.09295610510001,99.46691331659147,137.6093643090353
21.68190127724843,12.914636457498235,25.236732709003547
12.109058121296806,97.20096412975336,97.95231858582288
27.513129846046645,80.99995492724682,85.54510513256406
64.40993732604876,25.420248566925892,69.2447042274702
70.94401212514649,42.90150970592232,82.90713112549655
50.35428658478411,33.80199396797041,60.647580113911204
20.782949609501568,61.68305064696639,65.09016616653626
90.32238172562319,97.58931736223597,132.97295779148632
71.13826755775985,7.968394531464273,71.58315739423972
46.4548593658723,4.501821305126343,46.67247961878888
81.69609589023328,63.7195759826772,103.60712546499089
28.60556013393438,29.223267710723654,40.89348904494161
12.128819474996067,67.95948267363727,69.0333220055753
26.52636073052204,87.15250637453119,91.09998452781691
5.702913665670966,48.51269931814085,48.8467523936898
25.09642536669457,95.59159791819715,98.83108902941596
29.943521078615376,10.888530913213982,31.861804092572974
6.3413606104825275,67.32950323364392,67.62747119389758
8.974453400979117,58.52617770226531,59.210254941888934
52.912282325095504,37.13267757592513,64.64166895129044
20.576867946581704,36.22074768922661,41.65753302414434
51.21690234555336,49.58355975592218,71.28604690921678
33.33463791326215,83.81899469946924,90.20433447034542
41.251487170328325,49.82472507736277,64.68530298915314
28.835754813758072,18.743750678801792,34.39228031387646
2.6092539566624726,14.339735125124122,14.57519158258571
46.44107356988801,22.312496027458913,51.52301226926781
97.60837265497445,65.12570918065532,117.34032729047442
92.14205358612216,78.14053360605484,120.81432461139198
93.06185600944308,18.045730666957805,94.79534502931406
94.84794471289939,86.38436873191185,128.29026376725605
12.084330329685557,93.18413207711545,93.96442683527769
51.03774136241076,64.20248831699891,82.017135706331
67.59301015009135,59.45313033119087,90.01938528632552
4.3821185387879025,42.99839918987042,43.22112094542942
46.16993770425385,66.45815270172986,80.92187101236058
64.56306412691535,14.68126279757875,66.21124320527258
84.8628399568982,90.20186929412019,123.84699766124191
20.231054690478725,34.25540308450855,39.7835168678097
92.44340994010372,11.760135388992918,93.18843718896412
73.08275808662887,20.288764445789393,75.84671049086734
89.57050497544276,64.9158740417459,110.62073071608067
53.87065609330523,47.842808115392685,72.04846893785772
30.156429072339826,25.406421847560615,39.432175764104976
28.125090411432737,43.58559490652477,51.872196733962824
97.68867831099055,4.548456968735867,97.79451074035106
16.747138476906166,20.386574707752327,26.383310548137015
75.28368550283872,47.880328652233736,89.2197241350602
70.72018616709283,96.65497243720932,119.76447064278271
26.534424132202926,70.73539610178418,75.5484740130728
50.30959478319339,33.64540826433297,60.52329158698133
76.46195113144275,80.6949440439467,111.16700933767548
13.0445249584583,23.00796743675377,26.448557559204684
10.581748039148579,26.193399649507324,28.250089854066573
41.273466170539336,97.73394679572954,106.09158009003895
21.101612181481073,87.26273802839084,89.7778563169627
60.297838238032476,82.49530199036003,102.1826998403381
77.07500722707927,76.77852163289623,108.79107556774791
33.99869287203704,36.48055435447952,49.867243386989394
25.8751443900021,31.468146602404868,40.7402423629745
34.79607949754601,9.50343618812214,36.07052048115263
30.075247783847527,60.01561377590564,67.12968364411157
66.93385213620428,81.3355256613878,105.335693363672
92.47296255333443,55.0165197737728,107.60142309192906
77.0734772151251,5.482867796069382,77.26825175516515
4.288490170706878,70.74141979533746,70.87128912757558
78.98814548976536,96.28003327145495,124.53502292393418
19.165696669204003,36.20938167136409,40.9688082550427
12.61537391713581,29.20464168775529,31.812870904389072
68.40877653004083,20.89146135373323,71.52771395642107
96.028916824043,75.17196113492027,121.95235384062471
70.32507452375843,91.5527332155077,115.44487457657921
6.728959975137964,80.13213394776865,80.41416413400158
88.3628636353778,32.22473384937503,94.05545779755384
50.669282770182534,85.50085979517033,99.38698728786426
39.65624840383868,13.565340121214154,41.91224749486933
98.12865360900695,75.94553692223703,124.08447621488894
88.69651046181433,7.501548130099175,89.01316864627914
50.22951919595214,91.24100283258346,104.1533734285742
50.45311894566218,79.39025356806228,94.06555997253385
65.18764588267298,85.07527636604856,107.17850448893337
48.95142956895213,56.24669709365075,74.56496087834407
89.46105682489473,98.98858575136437,133.4242136843319
13.5704695913382,4.6082879079319286,14.331572222607901
76.65969058884117,44.46605078449239,88.62244542747577
44.51557546464033,47.254617194601956,64.92022262097119
61.72432869549805,10.750422536265468,62.65352613874281
42.36422256026419,72.90862234920672,84.32315557422436
34.790582158486316,58.01864691933955,67.65018844968117
43.78943276227418,62.063167265699676,75.9562449880979
62.63482023854699,99.0121343120084,117.16024687296577
1.4146392760878563,4.234386192021516,4.464440693371662
46.445295667954106,39.46707024989695,60.94928320984569
33.114151293051364,31.51366655306781,45.712779345354186
86.071775623268,85.24064987020473,121.13760336591204
99.13237260439264,39.36783157187469,106.66327137701914
7.915267803075897,72.53098164969427,72.96159786807507
81.04165393925538,63.07801607112285,102.69657143585107
32.55228936678675,69.61659787283183,76.85129954923724
27.3779675424416,21.257185259675186,34.66152091179984
13.095977936392927,60.33290538926159,61.73786610193197
56.92830706267878,87.07416895759405,104.03241343292137
95.54035951043468,51.21425480691437,108.40138463511737
55.50195577175708,22.044470084048847,59.71955923963776
14.89318147589426,51.73121088027218,53.83237904470794
31.455084531161628,30.71859099217707,43.96651197681237
65.74772192871046,87.6591522173386,109.5759549640229
56.31341270583547,49.3037956411791,74.84694192286618
71.64806756827643,31.710621150684464,78.35182882377758
4.348792900585203,67.65992090841767,67.79953463723417
79.62062051888469,66.15063913598809,103.51497606584257
63.1551987834494,59.334823458767104,86.65564267986285
42.44698899962606,80.0283660277878,90.58855470870454
37.92008479344257,52.54477941603817,64.79881692301167
52.9192107448538,55.12670226501595,76.41594184771895
58.17816126854811,76.8581471742337,96.3943630906152
6.390276048529867,85.66268449009671,85.9007051311354
32.10356390986415,24.805938698555924,40.570597856468005
5.357746473622411,21.3251730083622,21.98791602476672
13.717363787965906,17.86723557148607,22.525633759305762
74.9116488853984,48.787514288682196,89.39785617786134
22.768098250678854,93.10654799364724,95.8499638875566
95.71067182620573,80.05947067490688,124.78001260686715
56.9225512283206,42.917229376922755,71.28860649312892
84.95810703906639,22.34051367270942,87.84633460094952
68.15413306207851,91.00444135770476,113.69606061896529
51.73010563206615,40.647737187656496,65.7893788326164
11.05325046802841,19.15530046707642,22.115602679849093
5.526974678033494,96.4158543597506,96.5741395043842
25.62379175324384,51.84239464793529,57.829167265713565
19.582044279430086,47.26955513651186,51.16509846531418
92.37203541358572,86.56439087044379,126.5937861556392
78.4218184413352,13.65494787235506,79.60175380632312
33.141230272115386,98.66544081731972,104.08270920583013
94.53077900369344,15.851796808806148,95.85065279440096
97.43132194613085,85.70665159348944,129.76321752923047
42.35306201136723,84.39135958988557,94.42289677386565
33.917569366297315,21.37981219874203,40.09361397244041
52.829454807410045,30.214853578429587,60.85958159578588
58.9507984720796,53.56621958915531,79.65259896305548
72.05356931111385,39.930670627745926,82.37824535187077
37.91177676603995,39.71849068942143,54.90775282420237
81.6445489824565,14.52526067813788,82.92656737328875
13.240682482603159,7.264587345230072,15.102645526582124
6.928393065332958,66.17310533415827,66.5348217103898
69.95446981972053,17.91802413691085,72.2127650538955
45.787269783118624,9.4908871473322,46.76057113675456
48.727808655360775,53.40208286304753,72.29233562740414
9.448116412590794,69.16751146193175,69.80982413373012
